timestamp,iter,loss,vis_M,pts_M,vis_pct,blk,alloc_gb,rsv_gb,it_s,elapsed
"0323,13:32",14110,0.0915,1.45,4.37,33.2,8,0.38,0.67,17.9,
"0323,13:32",14120,0.099,0.64,4.37,14.7,8,0.29,1.17,17.9,
"0323,13:32",14130,0.1254,0.46,4.37,10.5,8,0.27,0.96,17.9,
"0323,13:32",14140,0.1004,1.42,4.37,32.6,8,0.34,0.7,17.9,
"0323,13:32",14150,0.096,1.46,4.37,33.5,8,0.34,1.23,17.9,
"0323,13:32",14160,0.1214,0.9,4.37,20.5,8,0.28,1.14,17.9,
"0323,13:32",14170,0.0827,0.57,4.37,13.0,8,0.28,0.95,17.9,
"0323,13:32",14180,0.0903,0.65,4.37,14.8,8,0.28,1.26,17.9,
"0323,13:32",14190,0.0911,0.95,4.37,21.7,8,0.34,1.08,17.9,
"0323,13:32",14200,0.0707,1.21,4.39,27.6,8,0.36,0.64,17.8,
"0323,13:32",14210,0.0969,1.29,4.39,29.4,8,0.36,1.22,17.8,
"0323,13:32",14220,0.0967,0.79,4.39,18.0,8,0.34,1.22,17.8,
"0323,13:32",14230,0.0808,0.68,4.39,15.5,8,0.28,1.25,17.8,
"0323,13:32",14240,0.1024,0.99,4.39,22.5,8,0.38,1.04,17.8,
"0323,13:32",14250,0.0826,1.49,4.39,34.0,8,0.37,0.73,17.8,
"0323,13:32",14260,0.0907,1.49,4.39,33.9,8,0.39,0.68,17.8,
"0323,13:32",14270,0.0857,1.2,4.39,27.2,8,0.38,1.22,17.8,
"0323,13:32",14280,0.09,0.67,4.39,15.2,8,0.35,0.94,17.8,
"0323,13:32",14290,0.0996,0.46,4.39,10.5,8,0.27,1.04,17.8,
"0323,13:32",14300,0.0862,1.02,4.42,23.1,8,0.28,0.66,17.8,
"0323,13:32",14310,0.0879,1.14,4.42,25.7,8,0.34,0.61,17.8,
"0323,13:32",14320,0.1019,0.9,4.42,20.4,8,0.33,1.26,17.8,
"0323,13:32",14330,0.092,0.75,4.42,16.9,8,0.33,0.85,17.8,
"0323,13:32",14340,0.0943,1.24,4.42,28.0,8,0.35,1.25,17.8,
"0323,13:32",14350,0.0876,1.17,4.42,26.5,8,0.36,1.24,17.8,
"0323,13:32",14360,0.0933,0.68,4.42,15.5,8,0.31,0.86,17.8,
"0323,13:32",14370,0.0859,1.42,4.42,32.1,8,0.35,0.68,17.7,
"0323,13:32",14380,0.087,1.12,4.42,25.3,8,0.33,0.99,17.7,
"0323,13:32",14390,0.0763,0.69,4.42,15.6,8,0.3,1.08,17.7,
"0323,13:32",14400,0.0972,0.7,4.45,15.7,8,0.33,0.52,17.7,
"0323,13:32",14410,0.1121,1.39,4.45,31.2,8,0.37,0.62,17.7,
"0323,13:32",14420,0.0933,1.5,4.45,33.8,8,0.4,1.22,17.7,
"0323,13:32",14430,0.0799,1.18,4.45,26.6,8,0.32,1.27,17.7,
"0323,13:32",14440,0.0921,1.25,4.45,28.0,8,0.35,1.25,17.7,
"0323,13:32",14450,0.0867,1.02,4.45,23.0,8,0.33,1.05,17.7,
"0323,13:32",14460,0.0935,0.81,4.45,18.3,8,0.34,1.08,17.7,
"0323,13:32",14470,0.0774,1.26,4.45,28.4,8,0.36,1.27,17.7,
"0323,13:32",14480,0.0977,1.18,4.45,26.5,8,0.33,0.85,17.7,
"0323,13:32",14490,0.0892,1.2,4.45,27.0,8,0.29,1.08,17.7,
"0323,13:32",14500,0.0856,1.47,4.47,33.0,8,0.38,0.69,17.7,
"0323,13:32",14510,0.0899,0.86,4.47,19.2,8,0.31,1.1,17.6,
"0323,13:32",14520,0.0965,1.02,4.47,22.9,8,0.34,0.66,17.6,
"0323,13:32",14530,0.0817,1.14,4.47,25.5,8,0.34,1.19,17.6,
"0323,13:32",14540,0.0948,1.39,4.47,31.0,8,0.34,0.85,17.6,
"0323,13:32",14550,0.0994,1.25,4.47,28.0,8,0.35,1.15,17.6,
"0323,13:32",14560,0.0767,0.71,4.47,15.9,8,0.29,0.68,17.6,
"0323,13:32",14570,0.0815,0.82,4.47,18.3,8,0.32,1.18,17.6,
"0323,13:32",14580,0.0786,1.09,4.47,24.4,8,0.29,1.19,17.6,
"0323,13:32",14590,0.088,1.08,4.47,24.1,8,0.35,1.02,17.6,
"0323,13:32",14600,0.0731,0.69,4.51,15.3,8,0.27,0.63,17.6,
"0323,13:32",14610,0.1059,1.13,4.51,25.1,8,0.31,1.19,17.6,
"0323,13:32",14620,0.086,1.06,4.51,23.5,8,0.34,1.16,17.6,
"0323,13:32",14630,0.1112,1.54,4.51,34.0,8,0.38,1.24,17.6,
"0323,13:32",14640,0.0974,0.59,4.51,13.1,8,0.32,1.24,17.6,
"0323,13:32",14650,0.0973,1.18,4.51,26.1,8,0.37,1.34,17.6,
"0323,13:32",14660,0.0845,0.66,4.51,14.6,8,0.28,1.0,17.6,
"0323,13:32",14670,0.092,1.18,4.51,26.1,8,0.3,0.84,17.6,
"0323,13:32",14680,0.0922,1.17,4.51,25.9,8,0.35,1.24,17.6,
"0323,13:32",14690,0.0846,0.67,4.51,14.8,8,0.28,1.23,17.6,
"0323,13:32",14700,0.0833,1.46,4.54,32.2,8,0.37,0.62,17.5,
"0323,13:32",14710,0.097,1.25,4.54,27.5,8,0.37,1.03,17.5,
"0323,13:33",14720,0.1057,1.19,4.54,26.2,8,0.36,1.09,17.5,
"0323,13:33",14730,0.0826,1.14,4.54,25.1,8,0.29,1.07,17.5,
"0323,13:33",14740,0.0891,0.51,4.54,11.1,8,0.28,0.84,17.5,
"0323,13:33",14750,0.1005,1.26,4.54,27.8,8,0.3,1.28,17.5,
"0323,13:33",14760,0.0874,1.46,4.54,32.3,8,0.37,0.77,17.5,
"0323,13:33",14770,0.0802,1.16,4.54,25.7,8,0.37,0.74,17.5,
"0323,13:33",14780,0.0778,1.09,4.54,24.1,8,0.31,0.59,17.5,
"0323,13:33",14790,0.0975,1.17,4.54,25.9,8,0.31,1.07,17.5,
"0323,13:33",14800,0.0817,1.2,4.56,26.3,8,0.36,0.74,17.5,
"0323,13:33",14810,0.1002,1.19,4.56,26.1,8,0.33,0.54,17.5,
"0323,13:33",14820,0.0818,1.07,4.56,23.4,8,0.32,1.16,17.5,
"0323,13:33",14830,0.0969,1.04,4.56,22.9,8,0.38,1.08,17.5,
"0323,13:33",14840,0.0863,0.72,4.56,15.7,8,0.31,0.88,17.5,
"0323,13:33",14850,0.106,1.55,4.56,34.0,8,0.38,1.36,17.5,
"0323,13:33",14860,0.0996,1.22,4.56,26.8,8,0.34,1.27,17.5,
"0323,13:33",14870,0.0791,1.21,4.56,26.6,8,0.32,0.7,17.5,
"0323,13:33",14880,0.0784,1.38,4.56,30.2,8,0.35,1.18,17.4,
"0323,13:33",14890,0.083,1.11,4.56,24.3,8,0.29,0.64,17.4,
"0323,13:33",14900,0.0895,0.87,4.59,19.0,8,0.32,0.73,17.4,
"0323,13:33",14910,0.0761,0.56,4.59,12.3,8,0.28,0.55,17.4,
"0323,13:33",14920,0.0844,1.08,4.59,23.5,8,0.34,1.28,17.4,
"0323,13:33",14930,0.0985,0.58,4.59,12.6,8,0.28,1.25,17.4,
"0323,13:33",14940,0.0909,0.58,4.59,12.7,8,0.29,1.16,17.4,
"0323,13:33",14950,0.0862,0.82,4.59,17.9,8,0.34,1.2,17.4,
"0323,13:33",14960,0.1132,1.02,4.59,22.3,8,0.3,1.25,17.4,
"0323,13:33",14970,0.0869,0.82,4.59,17.9,8,0.34,0.97,17.4,
"0323,13:33",14980,0.0864,0.83,4.59,18.2,8,0.37,0.93,17.4,
"0323,13:33",14990,0.0746,0.99,4.59,21.6,8,0.3,0.99,17.4,
"0323,13:33",15000,0.0818,1.12,4.59,24.4,8,0.31,1.15,17.4,
"0323,13:33",15010,0.0759,0.56,4.59,12.2,8,0.32,1.27,17.0,
"0323,13:33",15020,0.0964,1.34,4.59,29.3,8,0.36,1.27,17.0,
"0323,13:33",15030,0.0807,0.59,4.59,12.9,8,0.29,1.22,16.9,
"0323,13:33",15040,0.0829,1.08,4.59,23.5,8,0.37,1.26,16.9,
"0323,13:33",15050,0.0855,1.19,4.59,25.9,8,0.31,0.66,16.9,
"0323,13:33",15060,0.0688,0.99,4.59,21.6,8,0.3,1.1,16.9,
"0323,13:33",15070,0.0771,1.22,4.59,26.5,8,0.32,1.11,16.9,
"0323,13:33",15080,0.0831,1.2,4.59,26.2,8,0.38,1.26,16.9,
"0323,13:33",15090,0.0771,0.58,4.59,12.7,8,0.29,1.26,16.9,
"0323,13:33",15100,0.0809,1.56,4.59,33.9,8,0.39,1.39,16.9,
"0323,13:33",15110,0.0685,1.08,4.59,23.5,8,0.34,0.98,16.9,
"0323,13:33",15120,0.0845,1.2,4.59,26.1,8,0.37,1.1,16.9,
"0323,13:33",15130,0.0753,1.21,4.59,26.4,8,0.36,1.13,16.9,
"0323,13:33",15140,0.0904,1.34,4.59,29.1,8,0.42,1.28,16.9,
"0323,13:33",15150,0.081,0.7,4.59,15.2,8,0.35,1.01,16.9,
"0323,13:33",15160,0.0694,1.05,4.59,22.9,8,0.33,1.18,16.9,
"0323,13:33",15170,0.1194,0.96,4.59,21.0,8,0.28,0.66,16.9,
"0323,13:33",15180,0.0719,1.1,4.59,24.0,8,0.35,1.24,16.9,
"0323,13:33",15190,0.0855,1.09,4.59,23.9,8,0.41,1.2,16.9,
"0323,13:33",15200,0.0717,0.82,4.59,17.9,8,0.34,1.3,16.9,
"0323,13:34",15210,0.0813,0.87,4.59,18.9,8,0.34,1.0,16.9,
"0323,13:34",15220,0.0819,1.56,4.59,33.9,8,0.39,1.31,16.9,
"0323,13:34",15230,0.0663,1.1,4.59,23.9,8,0.29,1.11,16.9,
"0323,13:34",15240,0.0771,1.2,4.59,26.1,8,0.37,1.12,16.9,
"0323,13:34",15250,0.065,0.68,4.59,14.7,8,0.28,0.95,16.9,
"0323,13:34",15260,0.0794,1.19,4.59,25.9,8,0.31,0.87,16.9,
"0323,13:34",15270,0.0639,0.98,4.59,21.4,8,0.31,1.19,16.9,
"0323,13:34",15280,0.0772,1.07,4.59,23.4,8,0.32,1.25,16.9,
"0323,13:34",15290,0.0775,1.21,4.59,26.4,8,0.35,1.04,16.9,
"0323,13:34",15300,0.0784,1.1,4.59,24.0,8,0.36,1.0,16.9,
"0323,13:34",15310,0.0838,1.23,4.59,26.9,8,0.34,1.3,16.9,
"0323,13:34",15320,0.0609,0.67,4.59,14.7,8,0.32,1.19,16.9,
"0323,13:34",15330,0.0763,1.02,4.59,22.3,8,0.3,0.58,16.9,
"0323,13:34",15340,0.0651,1.19,4.59,25.9,8,0.35,1.23,16.9,
"0323,13:34",15350,0.0903,1.28,4.59,27.9,8,0.38,1.06,16.9,
"0323,13:34",15360,0.084,1.18,4.59,25.7,8,0.36,1.26,16.9,
"0323,13:34",15370,0.0723,1.1,4.59,24.0,8,0.32,1.0,16.9,
"0323,13:34",15380,0.0701,1.12,4.59,24.4,8,0.32,1.29,16.9,
"0323,13:34",15390,0.0684,0.67,4.59,14.6,8,0.29,1.05,16.9,
"0323,13:34",15400,0.0734,0.66,4.59,14.5,8,0.37,1.14,16.8,
"0323,13:34",15410,0.0615,1.01,4.59,21.9,8,0.29,1.02,16.8,
"0323,13:34",15420,0.073,1.05,4.59,22.8,8,0.34,0.54,16.8,
"0323,13:34",15430,0.0737,1.49,4.59,32.5,8,0.34,0.63,16.8,
"0323,13:34",15440,0.0622,0.64,4.59,13.8,8,0.32,1.11,16.8,
"0323,13:34",15450,0.0658,1.08,4.59,23.5,8,0.36,1.2,16.8,
"0323,13:34",15460,0.0721,1.11,4.59,24.2,8,0.29,0.57,16.8,
"0323,13:34",15470,0.0672,1.32,4.59,28.7,8,0.37,1.29,16.8,
"0323,13:34",15480,0.079,1.28,4.59,27.9,8,0.3,1.28,16.8,
"0323,13:34",15490,0.057,0.63,4.59,13.8,8,0.36,1.01,16.8,
"0323,13:34",15500,0.0798,1.14,4.59,25.0,8,0.33,0.68,16.8,
"0323,13:34",15510,0.0829,1.57,4.59,34.3,8,0.41,0.64,16.8,
"0323,13:34",15520,0.0804,1.2,4.59,26.1,8,0.3,0.55,16.8,
"0323,13:34",15530,0.0693,1.2,4.59,26.2,8,0.38,1.19,16.8,
"0323,13:34",15540,0.0749,0.98,4.59,21.4,8,0.32,1.24,16.8,
"0323,13:34",15550,0.0771,1.03,4.59,22.5,8,0.33,0.55,16.8,
"0323,13:34",15560,0.0614,1.18,4.59,25.7,8,0.34,0.76,16.8,
"0323,13:34",15570,0.0771,1.23,4.59,26.9,8,0.34,1.26,16.8,
"0323,13:34",15580,0.0652,1.43,4.59,31.2,8,0.34,0.72,16.8,
"0323,13:34",15590,0.0835,1.1,4.59,24.0,8,0.32,1.09,16.8,
"0323,13:34",15600,0.0691,0.93,4.59,20.3,8,0.33,1.13,16.8,
"0323,13:34",15610,0.0697,1.14,4.59,25.0,8,0.33,1.23,16.8,
"0323,13:34",15620,0.0605,1.18,4.59,25.7,8,0.3,1.16,16.8,
"0323,13:34",15630,0.0673,1.46,4.59,31.9,8,0.34,0.65,16.8,
"0323,13:34",15640,0.0726,0.66,4.59,14.5,8,0.37,1.28,16.8,
"0323,13:34",15650,0.0681,0.83,4.59,18.2,8,0.38,0.95,16.8,
"0323,13:34",15660,0.0639,1.3,4.59,28.3,8,0.35,1.08,16.8,
"0323,13:34",15670,0.0758,1.55,4.59,33.8,8,0.4,1.24,16.8,
"0323,13:34",15680,0.0709,0.67,4.59,14.5,8,0.32,1.23,16.8,
"0323,13:34",15690,0.0659,1.55,4.59,33.9,8,0.37,0.73,16.8,
"0323,13:34",15700,0.0658,0.58,4.59,12.6,8,0.28,0.93,16.8,
"0323,13:34",15710,0.0783,1.37,4.59,29.8,8,0.31,1.28,16.8,
"0323,13:34",15720,0.0756,0.73,4.59,15.8,8,0.29,0.58,16.8,
"0323,13:34",15730,0.0639,1.26,4.59,27.5,8,0.37,1.05,16.8,
"0323,13:34",15740,0.0604,1.41,4.59,30.7,8,0.33,0.76,16.8,
"0323,13:34",15750,0.0683,1.48,4.59,32.3,8,0.37,0.71,16.8,
"0323,13:34",15760,0.0709,1.37,4.59,29.8,8,0.31,0.6,16.8,
"0323,13:34",15770,0.069,1.11,4.59,24.2,8,0.29,1.12,16.8,
"0323,13:34",15780,0.0702,1.1,4.59,23.9,8,0.28,0.66,16.7,
"0323,13:34",15790,0.0525,1.05,4.59,22.9,8,0.32,1.27,16.7,
"0323,13:34",15800,0.0642,1.37,4.59,29.8,8,0.35,1.25,16.7,
"0323,13:34",15810,0.0696,1.18,4.59,25.7,8,0.3,1.24,16.7,
"0323,13:34",15820,0.0791,1.34,4.59,29.3,8,0.36,1.18,16.7,
"0323,13:34",15830,0.059,1.26,4.59,27.5,8,0.36,1.2,16.7,
"0323,13:34",15840,0.0726,1.02,4.59,22.3,8,0.29,1.22,16.7,
"0323,13:34",15850,0.0633,1.18,4.59,25.6,8,0.37,0.69,16.7,
"0323,13:34",15860,0.0702,0.51,4.59,11.2,8,0.29,1.18,16.7,
"0323,13:34",15870,0.0687,1.47,4.59,32.0,8,0.35,0.86,16.7,
"0323,13:34",15880,0.0742,1.26,4.59,27.5,8,0.31,1.26,16.7,
"0323,13:34",15890,0.0717,1.09,4.59,23.9,8,0.41,1.08,16.7,
"0323,13:34",15900,0.0542,1.03,4.59,22.4,8,0.36,1.2,16.7,
"0323,13:34",15910,0.0825,1.16,4.59,25.3,8,0.31,0.64,16.7,
"0323,13:34",15920,0.0569,1.17,4.59,25.4,8,0.34,1.22,16.7,
"0323,13:34",15930,0.0601,1.2,4.59,26.2,8,0.38,1.26,16.7,
"0323,13:34",15940,0.0677,1.26,4.59,27.5,8,0.31,1.26,16.7,
"0323,13:34",15950,0.0621,0.7,4.59,15.3,8,0.33,1.1,16.7,
"0323,13:34",15960,0.0571,1.16,4.59,25.3,8,0.33,1.13,16.7,
"0323,13:34",15970,0.0784,1.1,4.59,24.1,8,0.29,1.29,16.7,
"0323,13:34",15980,0.0724,1.05,4.59,22.9,8,0.37,0.91,16.7,
"0323,13:34",15990,0.0643,0.72,4.59,15.7,8,0.31,1.02,16.7,
"0323,13:34",16000,0.0657,1.29,4.59,28.1,8,0.35,1.29,16.7,
"0323,13:34",16010,0.0616,0.7,4.59,15.3,8,0.28,0.62,16.7,
"0323,13:34",16020,0.0695,0.5,4.59,10.8,8,0.27,0.94,16.7,
"0323,13:35",16030,0.0687,0.63,4.59,13.8,8,0.36,1.11,16.7,
"0323,13:35",16040,0.0747,0.98,4.59,21.4,8,0.33,1.29,16.7,
"0323,13:35",16050,0.0685,0.83,4.59,18.2,8,0.37,1.23,16.7,
"0323,13:35",16060,0.0664,0.58,4.59,12.6,8,0.27,1.0,16.7,
"0323,13:35",16070,0.0609,1.26,4.59,27.5,8,0.37,1.21,16.7,
"0323,13:35",16080,0.0615,1.13,4.59,24.6,8,0.32,0.81,16.7,
"0323,13:35",16090,0.064,1.11,4.59,24.2,8,0.29,1.17,16.7,
"0323,13:35",16100,0.0669,0.68,4.59,14.7,8,0.28,1.2,16.7,
"0323,13:35",16110,0.0567,1.18,4.59,25.6,8,0.37,1.18,16.7,
"0323,13:35",16120,0.0715,1.62,4.59,35.3,8,0.38,0.68,16.7,
"0323,13:35",16130,0.0669,0.98,4.59,21.3,8,0.33,1.3,16.7,
"0323,13:35",16140,0.0625,0.54,4.59,11.9,8,0.28,1.01,16.7,
"0323,13:35",16150,0.0625,0.87,4.59,18.9,8,0.34,1.22,16.7,
"0323,13:35",16160,0.0807,1.2,4.59,26.2,8,0.36,1.2,16.7,
"0323,13:35",16170,0.0616,1.01,4.59,22.1,8,0.34,1.28,16.7,
"0323,13:35",16180,0.0794,0.5,4.59,10.8,8,0.27,1.24,16.7,
"0323,13:35",16190,0.0709,0.64,4.59,13.8,8,0.32,1.18,16.6,
"0323,13:35",16200,0.0718,1.03,4.59,22.5,8,0.38,0.92,16.6,
"0323,13:35",16210,0.0638,1.52,4.59,33.1,8,0.38,0.66,16.6,
"0323,13:35",16220,0.0741,1.28,4.59,27.8,8,0.38,1.18,16.6,
"0323,13:35",16230,0.0564,0.67,4.59,14.5,8,0.32,1.25,16.6,
"0323,13:35",16240,0.0714,1.34,4.59,29.1,8,0.42,1.24,16.6,
"0323,13:35",16250,0.0715,0.99,4.59,21.6,8,0.35,1.09,16.6,
"0323,13:35",16260,0.0813,1.56,4.59,34.0,8,0.38,1.31,16.6,
"0323,13:35",16270,0.0635,1.18,4.59,25.8,8,0.31,1.12,16.6,
"0323,13:35",16280,0.0743,1.21,4.59,26.4,8,0.35,1.11,16.6,
"0323,13:35",16290,0.085,1.31,4.59,28.5,8,0.3,1.22,16.6,
"0323,13:35",16300,0.0608,1.16,4.59,25.3,8,0.33,1.1,16.6,
"0323,13:35",16310,0.0747,1.23,4.59,26.8,8,0.35,0.61,16.6,
"0323,13:35",16320,0.0592,1.1,4.59,23.9,8,0.28,0.65,16.6,
"0323,13:35",16330,0.074,1.23,4.59,26.9,8,0.34,1.24,16.6,
"0323,13:35",16340,0.0681,1.11,4.59,24.2,8,0.29,0.69,16.6,
"0323,13:35",16350,0.0742,0.88,4.59,19.1,8,0.31,0.47,16.6,
"0323,13:35",16360,0.0599,1.08,4.59,23.5,8,0.37,1.25,16.6,
"0323,13:35",16370,0.0571,0.59,4.59,12.9,8,0.27,1.14,16.6,
"0323,13:35",16380,0.0608,1.01,4.59,21.9,8,0.29,0.62,16.6,
"0323,13:35",16390,0.0644,1.11,4.59,24.2,8,0.31,1.11,16.6,
"0323,13:35",16400,0.0545,0.56,4.59,12.2,8,0.32,1.06,16.6,
"0323,13:35",16410,0.0576,0.64,4.59,13.9,8,0.29,1.25,16.6,
"0323,13:35",16420,0.0517,1.26,4.59,27.5,8,0.36,0.92,16.6,
"0323,13:35",16430,0.0613,1.52,4.59,33.1,8,0.38,0.71,16.6,
"0323,13:35",16440,0.0767,1.62,4.59,35.3,8,0.38,0.69,16.6,
"0323,13:35",16450,0.0631,1.08,4.59,23.5,8,0.34,1.22,16.6,
"0323,13:35",16460,0.0682,1.42,4.59,30.9,8,0.34,0.8,16.6,
"0323,13:35",16470,0.062,1.29,4.59,28.1,8,0.35,1.14,16.6,
"0323,13:35",16480,0.0706,1.03,4.59,22.5,8,0.38,1.15,16.6,
"0323,13:35",16490,0.0647,1.02,4.59,22.2,8,0.3,1.27,16.6,
"0323,13:35",16500,0.0658,1.52,4.59,33.1,8,0.38,1.36,16.6,
"0323,13:35",16510,0.0681,0.71,4.59,15.5,8,0.37,1.24,16.6,
"0323,13:35",16520,0.0576,0.7,4.59,15.3,8,0.33,1.27,16.6,
"0323,13:35",16530,0.0708,0.59,4.59,12.9,8,0.29,0.87,16.6,
"0323,13:35",16540,0.065,1.55,4.59,33.8,8,0.41,0.9,16.6,
"0323,13:35",16550,0.0845,1.37,4.59,29.8,8,0.31,0.69,16.6,
"0323,13:35",16560,0.0696,0.88,4.59,19.1,8,0.32,1.22,16.6,
"0323,13:35",16570,0.0668,1.29,4.59,28.2,8,0.39,1.28,16.6,
"0323,13:35",16580,0.0618,0.73,4.59,15.8,8,0.29,1.04,16.6,
"0323,13:35",16590,0.0617,0.82,4.59,17.9,8,0.34,0.92,16.6,
"0323,13:35",16600,0.058,1.11,4.59,24.2,8,0.31,1.04,16.6,
"0323,13:35",16610,0.0638,1.52,4.59,33.1,8,0.38,0.96,16.6,
"0323,13:35",16620,0.059,0.98,4.59,21.3,8,0.33,1.27,16.6,
"0323,13:35",16630,0.077,1.1,4.59,24.0,8,0.35,1.05,16.6,
"0323,13:35",16640,0.0617,0.58,4.59,12.6,8,0.27,1.03,16.5,
"0323,13:35",16650,0.056,0.73,4.59,15.9,8,0.29,1.21,16.5,
"0323,13:35",16660,0.0668,1.18,4.59,25.7,8,0.36,0.55,16.5,
"0323,13:35",16670,0.0707,1.55,4.59,33.9,8,0.38,0.66,16.5,
"0323,13:35",16680,0.0718,1.09,4.59,23.9,8,0.41,1.03,16.5,
"0323,13:35",16690,0.0609,0.71,4.59,15.4,8,0.28,1.18,16.5,
"0323,13:35",16700,0.0681,1.47,4.59,32.0,8,0.37,1.3,16.5,
"0323,13:35",16710,0.0568,1.22,4.59,26.5,8,0.33,1.31,16.5,
"0323,13:35",16720,0.0588,0.6,4.59,13.2,8,0.32,1.02,16.5,
"0323,13:35",16730,0.0793,0.53,4.59,11.6,8,0.3,1.25,16.5,
"0323,13:35",16740,0.0638,0.58,4.59,12.6,8,0.27,1.26,16.5,
"0323,13:35",16750,0.0602,1.2,4.59,26.1,8,0.37,1.21,16.5,
"0323,13:35",16760,0.0677,0.59,4.59,12.9,8,0.3,0.8,16.5,
"0323,13:35",16770,0.065,0.51,4.59,11.2,8,0.29,0.84,16.5,
"0323,13:35",16780,0.058,1.1,4.59,23.9,8,0.28,0.58,16.5,
"0323,13:35",16790,0.0784,1.13,4.59,24.7,8,0.37,1.26,16.5,
"0323,13:35",16800,0.0664,1.56,4.59,33.9,8,0.39,1.27,16.5,
"0323,13:35",16810,0.0556,1.08,4.59,23.5,8,0.34,1.17,16.5,
"0323,13:35",16820,0.0619,1.41,4.59,30.7,8,0.33,0.73,16.5,
"0323,13:35",16830,0.0603,0.6,4.59,13.2,8,0.32,1.06,16.5,
"0323,13:36",16840,0.0707,0.7,4.59,15.2,8,0.35,1.28,16.5,
"0323,13:36",16850,0.0614,0.65,4.59,14.1,8,0.31,1.28,16.5,
"0323,13:36",16860,0.083,0.96,4.59,21.0,8,0.28,0.6,16.5,
"0323,13:36",16870,0.0744,1.31,4.59,28.5,8,0.3,0.63,16.5,
"0323,13:36",16880,0.0585,0.82,4.59,17.9,8,0.34,1.13,16.5,
"0323,13:36",16890,0.0702,1.22,4.59,26.5,8,0.33,1.18,16.5,
"0323,13:36",16900,0.0668,1.11,4.59,24.2,8,0.29,1.09,16.5,
"0323,13:36",16910,0.0666,0.54,4.59,11.9,8,0.29,1.28,16.5,
"0323,13:36",16920,0.0562,1.07,4.59,23.4,8,0.28,1.26,16.5,
"0323,13:36",16930,0.0697,1.02,4.59,22.3,8,0.3,1.22,16.5,
"0323,13:36",16940,0.0552,1.17,4.59,25.4,8,0.34,1.17,16.5,
"0323,13:36",16950,0.0622,0.83,4.59,18.1,8,0.32,0.92,16.5,
"0323,13:36",16960,0.063,1.1,4.59,24.0,8,0.32,1.31,16.5,
"0323,13:36",16970,0.0499,1.3,4.59,28.3,8,0.36,1.2,16.5,
"0323,13:36",16980,0.0715,1.28,4.59,27.8,8,0.38,1.18,16.5,
"0323,13:36",16990,0.0639,0.54,4.59,11.8,8,0.31,1.27,16.5,
"0323,13:36",17000,0.0679,1.2,4.59,26.1,8,0.3,0.69,16.5,
"0323,13:36",17010,0.0583,1.07,4.59,23.4,8,0.32,1.29,16.5,
"0323,13:36",17020,0.0715,1.52,4.59,33.1,8,0.38,0.7,16.5,
"0323,13:36",17030,0.0582,0.51,4.59,11.2,8,0.28,1.11,16.5,
"0323,13:36",17040,0.0589,1.05,4.59,22.9,8,0.33,1.2,16.5,
"0323,13:36",17050,0.0598,1.13,4.59,24.6,8,0.32,0.77,16.5,
"0323,13:36",17060,0.0785,1.34,4.59,29.1,8,0.42,1.27,16.5,
"0323,13:36",17070,0.0723,0.54,4.59,11.8,8,0.31,0.94,16.5,
"0323,13:36",17080,0.0581,1.33,4.59,29.0,8,0.32,0.69,16.5,
"0323,13:36",17090,0.0684,1.19,4.59,25.9,8,0.31,0.58,16.4,
"0323,13:36",17100,0.0669,0.5,4.59,10.8,8,0.27,1.06,16.4,
"0323,13:36",17110,0.058,1.13,4.59,24.6,8,0.32,1.2,16.4,
"0323,13:36",17120,0.0709,0.49,4.59,10.6,8,0.27,0.86,16.4,
"0323,13:36",17130,0.0647,1.37,4.59,29.8,8,0.31,0.83,16.4,
"0323,13:36",17140,0.0613,1.45,4.59,31.6,8,0.37,1.28,16.4,
"0323,13:36",17150,0.0552,0.97,4.59,21.2,8,0.38,1.28,16.4,
"0323,13:36",17160,0.0607,1.1,4.59,24.0,8,0.32,1.1,16.4,
"0323,13:36",17170,0.058,0.7,4.59,15.3,8,0.32,1.15,16.4,
"0323,13:36",17180,0.0618,1.43,4.59,31.2,8,0.34,0.64,16.4,
"0323,13:36",17190,0.0589,0.93,4.59,20.3,8,0.33,1.08,16.4,
"0323,13:36",17200,0.0863,1.22,4.59,26.5,8,0.35,1.17,16.4,
"0323,13:36",17210,0.0609,1.24,4.59,27.0,8,0.29,1.28,16.4,
"0323,13:36",17220,0.0746,1.57,4.59,34.3,8,0.41,0.63,16.4,
"0323,13:36",17230,0.0717,1.18,4.59,25.7,8,0.36,0.87,16.4,
"0323,13:36",17240,0.0786,0.98,4.59,21.4,8,0.32,1.1,16.4,
"0323,13:36",17250,0.0646,1.18,4.59,25.7,8,0.36,0.8,16.4,
"0323,13:36",17260,0.0631,0.87,4.59,18.9,8,0.34,0.98,16.4,
"0323,13:36",17270,0.0649,0.59,4.59,12.9,8,0.29,1.28,16.4,
"0323,13:36",17280,0.0586,1.45,4.59,31.5,8,0.36,0.64,16.4,
"0323,13:36",17290,0.0686,0.5,4.59,10.8,8,0.27,0.93,16.4,
"0323,13:36",17300,0.064,1.47,4.59,32.0,8,0.36,0.72,16.4,
"0323,13:36",17310,0.07,1.55,4.59,33.9,8,0.34,1.24,16.4,
"0323,13:36",17320,0.0647,1.21,4.59,26.4,8,0.35,1.03,16.4,
"0323,13:36",17330,0.0619,1.13,4.59,24.6,8,0.32,0.69,16.4,
"0323,13:36",17340,0.0577,1.21,4.59,26.4,8,0.36,1.03,16.4,
"0323,13:36",17350,0.0623,0.98,4.59,21.3,8,0.33,1.29,16.4,
