timestamp,iter,loss,vis_M,pts_M,vis_pct,blk,alloc_gb,rsv_gb,it_s,elapsed
"0323,13:36",17360,0.0628,0.97,4.59,21.2,8,0.38,0.98,16.4,
"0323,13:36",17370,0.0677,0.73,4.59,15.9,8,0.33,1.26,16.4,
"0323,13:36",17380,0.0771,0.56,4.59,12.2,8,0.28,0.83,16.4,
"0323,13:36",17390,0.0647,1.22,4.59,26.6,8,0.32,0.75,16.4,
"0323,13:36",17400,0.0788,1.28,4.59,27.8,8,0.38,1.16,16.4,
"0323,13:36",17410,0.0534,0.67,4.59,14.6,8,0.28,0.97,16.4,
"0323,13:36",17420,0.0599,1.2,4.59,26.2,8,0.38,1.31,16.4,
"0323,13:36",17430,0.0678,1.23,4.59,26.9,8,0.34,1.19,16.4,
"0323,13:36",17440,0.0638,0.84,4.59,18.3,8,0.35,1.25,16.4,
"0323,13:36",17450,0.0667,1.2,4.59,26.2,8,0.33,0.63,16.4,
"0323,13:36",17460,0.0595,1.24,4.59,27.0,8,0.29,1.06,16.4,
"0323,13:36",17470,0.0637,1.57,4.59,34.3,8,0.41,0.6,16.4,
"0323,13:36",17480,0.0563,1.08,4.59,23.5,8,0.34,0.91,16.4,
"0323,13:36",17490,0.0605,0.97,4.59,21.2,8,0.38,1.25,16.4,
"0323,13:36",17500,0.0601,0.82,4.59,17.9,8,0.34,1.1,16.4,
"0323,13:36",17510,0.0654,1.19,4.59,25.9,8,0.35,1.23,16.4,
"0323,13:36",17520,0.06,1.46,4.59,31.9,8,0.35,0.66,16.4,
"0323,13:36",17530,0.0633,0.58,4.59,12.6,8,0.28,1.2,16.4,
"0323,13:36",17540,0.0598,0.82,4.59,17.9,8,0.34,1.04,16.4,
"0323,13:36",17550,0.0764,0.54,4.59,11.8,8,0.31,1.15,16.4,
"0323,13:36",17560,0.0567,0.58,4.59,12.6,8,0.27,1.1,16.4,
"0323,13:36",17570,0.0581,1.39,4.59,30.2,8,0.35,1.27,16.4,
"0323,13:36",17580,0.0573,1.45,4.59,31.6,8,0.37,1.27,16.3,
"0323,13:36",17590,0.0543,0.88,4.59,19.1,8,0.38,1.25,16.3,
"0323,13:36",17600,0.0614,0.7,4.59,15.3,8,0.29,1.22,16.3,
"0323,13:36",17610,0.0602,0.71,4.59,15.4,8,0.27,1.27,16.3,
"0323,13:36",17620,0.0653,0.65,4.59,14.1,8,0.31,0.86,16.3,
"0323,13:36",17630,0.0596,0.93,4.59,20.3,8,0.33,1.2,16.3,
"0323,13:36",17640,0.0581,1.37,4.59,29.8,8,0.35,0.68,16.3,
"0323,13:37",17650,0.0616,0.71,4.59,15.5,8,0.37,1.31,16.3,
"0323,13:37",17660,0.0643,1.31,4.59,28.5,8,0.35,1.32,16.3,
"0323,13:37",17670,0.0665,1.26,4.59,27.5,8,0.36,1.33,16.3,
"0323,13:37",17680,0.086,1.22,4.59,26.5,8,0.35,0.83,16.3,
"0323,13:37",17690,0.0695,0.98,4.59,21.4,8,0.32,0.97,16.3,
"0323,13:37",17700,0.0684,1.45,4.59,31.5,8,0.36,0.75,16.3,
"0323,13:37",17710,0.0634,1.49,4.59,32.5,8,0.35,1.31,16.3,
"0323,13:37",17720,0.0611,1.19,4.59,25.9,8,0.3,1.17,16.3,
"0323,13:37",17730,0.072,1.62,4.59,35.3,8,0.38,0.79,16.3,
"0323,13:37",17740,0.062,1.05,4.59,22.9,8,0.33,1.12,16.3,
"0323,13:37",17750,0.084,1.22,4.59,26.5,8,0.35,1.27,16.3,
"0323,13:37",17760,0.0535,1.18,4.59,25.6,8,0.37,1.31,16.3,
"0323,13:37",17770,0.0543,0.7,4.59,15.3,8,0.32,1.04,16.3,
"0323,13:37",17780,0.0539,1.3,4.59,28.3,8,0.36,1.14,16.3,
"0323,13:37",17790,0.068,1.28,4.59,27.9,8,0.3,0.66,16.3,
"0323,13:37",17800,0.0559,0.72,4.59,15.6,8,0.3,1.26,16.3,
"0323,13:37",17810,0.0557,1.2,4.59,26.1,8,0.3,0.93,16.3,
"0323,13:37",17820,0.0566,1.05,4.59,22.9,8,0.33,0.74,16.3,
"0323,13:37",17830,0.0619,1.49,4.59,32.5,8,0.35,1.24,16.3,
"0323,13:37",17840,0.0796,1.57,4.59,34.3,8,0.41,1.34,16.3,
"0323,13:37",17850,0.0629,1.02,4.59,22.2,8,0.3,1.16,16.3,
"0323,13:37",17860,0.0697,1.18,4.59,25.7,8,0.36,1.35,16.3,
"0323,13:37",17870,0.0655,0.67,4.59,14.5,8,0.32,1.25,16.3,
"0323,13:37",17880,0.0507,0.74,4.59,16.1,8,0.29,1.08,16.3,
"0323,13:37",17890,0.0638,1.54,4.59,33.6,8,0.35,1.27,16.3,
"0323,13:37",17900,0.059,0.99,4.59,21.6,8,0.3,1.28,16.3,
"0323,13:37",17910,0.0714,1.02,4.59,22.3,8,0.3,1.28,16.3,
"0323,13:37",17920,0.0611,1.03,4.59,22.5,8,0.38,1.11,16.3,
"0323,13:37",17930,0.0723,1.13,4.59,24.7,8,0.37,1.23,16.3,
"0323,13:37",17940,0.0569,0.58,4.59,12.6,8,0.28,1.23,16.3,
"0323,13:37",17950,0.0679,1.41,4.59,30.7,8,0.33,0.86,16.3,
"0323,13:37",17960,0.0633,1.26,4.59,27.5,8,0.37,1.16,16.3,
"0323,13:37",17970,0.0472,1.22,4.59,26.5,8,0.32,1.21,16.3,
"0323,13:37",17980,0.0678,1.1,4.59,24.0,8,0.35,1.17,16.3,
"0323,13:37",17990,0.0591,0.99,4.59,21.6,8,0.3,1.3,16.3,
"0323,13:37",18000,0.068,1.23,4.59,26.8,8,0.35,1.33,16.3,
"0323,13:37",18010,0.0676,1.49,4.59,32.5,8,0.35,0.87,16.3,
"0323,13:37",18020,0.069,0.83,4.59,18.2,8,0.38,1.26,16.3,
"0323,13:37",18030,0.0624,1.2,4.59,26.2,8,0.34,0.87,16.3,
"0323,13:37",18040,0.0624,1.45,4.59,31.6,8,0.37,0.81,16.3,
"0323,13:37",18050,0.0561,1.18,4.59,25.6,8,0.37,1.12,16.3,
"0323,13:37",18060,0.0625,1.05,4.59,22.8,8,0.34,0.78,16.3,
"0323,13:37",18070,0.0696,1.13,4.59,24.6,8,0.32,1.01,16.3,
"0323,13:37",18080,0.0544,1.05,4.59,22.9,8,0.33,0.75,16.3,
"0323,13:37",18090,0.0605,0.88,4.59,19.1,8,0.38,1.2,16.2,
"0323,13:37",18100,0.0548,1.33,4.59,29.0,8,0.32,0.64,16.2,
"0323,13:37",18110,0.0591,1.01,4.59,21.9,8,0.29,0.99,16.2,
"0323,13:37",18120,0.0619,0.6,4.59,13.2,8,0.32,1.02,16.2,
"0323,13:37",18130,0.0611,0.87,4.59,18.9,8,0.36,1.26,16.2,
"0323,13:37",18140,0.0641,0.98,4.59,21.3,8,0.33,1.18,16.2,
"0323,13:37",18150,0.0666,1.31,4.59,28.5,8,0.35,1.31,16.2,
"0323,13:37",18160,0.0634,0.67,4.59,14.5,8,0.32,0.96,16.2,
"0323,13:37",18170,0.0554,0.68,4.59,14.7,8,0.28,1.24,16.2,
"0323,13:37",18180,0.0613,0.67,4.59,14.7,8,0.32,0.93,16.2,
"0323,13:37",18190,0.0644,0.7,4.59,15.2,8,0.35,0.96,16.2,
"0323,13:37",18200,0.0687,1.19,4.59,25.9,8,0.3,0.71,16.2,
"0323,13:37",18210,0.0577,1.45,4.59,31.5,8,0.36,0.71,16.2,
"0323,13:37",18220,0.056,1.26,4.59,27.5,8,0.36,0.51,16.2,
"0323,13:37",18230,0.0594,0.84,4.59,18.3,8,0.32,1.15,16.2,
"0323,13:37",18240,0.0655,1.62,4.59,35.3,8,0.38,1.33,16.2,
"0323,13:37",18250,0.0591,0.51,4.59,11.2,8,0.28,1.24,16.2,
"0323,13:37",18260,0.0587,0.83,4.59,18.2,8,0.38,1.03,16.2,
"0323,13:37",18270,0.0578,0.98,4.59,21.3,8,0.33,1.1,16.2,
"0323,13:37",18280,0.0619,0.58,4.59,12.7,8,0.29,1.2,16.2,
"0323,13:37",18290,0.0713,1.57,4.59,34.3,8,0.41,0.7,16.2,
"0323,13:37",18300,0.0611,1.05,4.59,22.8,8,0.34,0.68,16.2,
"0323,13:37",18310,0.058,0.73,4.59,15.9,8,0.29,1.04,16.2,
"0323,13:37",18320,0.0719,1.26,4.59,27.5,8,0.31,1.3,16.2,
"0323,13:37",18330,0.0553,1.01,4.59,21.9,8,0.29,1.02,16.2,
"0323,13:37",18340,0.0627,1.11,4.59,24.2,8,0.29,0.52,16.2,
"0323,13:37",18350,0.0543,1.13,4.59,24.6,8,0.32,1.01,16.2,
"0323,13:37",18360,0.0596,1.01,4.59,22.1,8,0.34,1.25,16.2,
"0323,13:37",18370,0.0648,0.54,4.59,11.8,8,0.31,1.29,16.2,
"0323,13:37",18380,0.0695,1.03,4.59,22.5,8,0.38,1.18,16.2,
"0323,13:37",18390,0.0572,0.67,4.59,14.6,8,0.29,0.64,16.2,
"0323,13:37",18400,0.0693,0.56,4.59,12.2,8,0.28,0.86,16.2,
"0323,13:37",18410,0.0608,1.41,4.59,30.7,8,0.33,0.78,16.2,
"0323,13:37",18420,0.0654,0.72,4.59,15.6,8,0.3,1.27,16.2,
"0323,13:37",18430,0.0572,1.29,4.59,28.2,8,0.38,1.21,16.2,
"0323,13:37",18440,0.0659,1.02,4.59,22.3,8,0.3,1.18,16.2,
"0323,13:37",18450,0.0529,1.07,4.59,23.4,8,0.28,1.25,16.2,
"0323,13:38",18460,0.0611,1.52,4.59,33.1,8,0.38,0.9,16.2,
"0323,13:38",18470,0.0574,0.73,4.59,15.8,8,0.29,1.13,16.2,
"0323,13:38",18480,0.077,1.23,4.59,26.8,8,0.35,0.69,16.2,
"0323,13:38",18490,0.0591,1.11,4.59,24.2,8,0.29,0.58,16.2,
"0323,13:38",18500,0.0642,1.49,4.59,32.5,8,0.35,0.82,16.2,
"0323,13:38",18510,0.0569,0.82,4.59,17.9,8,0.34,0.89,16.2,
"0323,13:38",18520,0.0563,1.18,4.59,25.8,8,0.31,0.63,16.2,
"0323,13:38",18530,0.0532,0.87,4.59,18.9,8,0.36,0.97,16.2,
"0323,13:38",18540,0.0558,1.11,4.59,24.2,8,0.31,1.27,16.2,
"0323,13:38",18550,0.0593,0.98,4.59,21.4,8,0.31,1.03,16.2,
"0323,13:38",18560,0.0604,0.67,4.59,14.5,8,0.32,1.14,16.2,
"0323,13:38",18570,0.0586,1.1,4.59,24.0,8,0.35,0.8,16.2,
"0323,13:38",18580,0.0619,0.99,4.59,21.6,8,0.34,1.31,16.2,
"0323,13:38",18590,0.0677,1.62,4.59,35.3,8,0.38,0.88,16.2,
"0323,13:38",18600,0.0613,1.19,4.59,25.9,8,0.31,0.46,16.2,
"0323,13:38",18610,0.0573,0.64,4.59,13.9,8,0.29,0.91,16.2,
"0323,13:38",18620,0.0571,1.18,4.59,25.8,8,0.31,1.23,16.2,
"0323,13:38",18630,0.0556,0.64,4.59,13.8,8,0.32,1.25,16.2,
"0323,13:38",18640,0.0659,1.55,4.59,33.9,8,0.35,1.31,16.2,
"0323,13:38",18650,0.0528,0.59,4.59,12.9,8,0.29,1.07,16.2,
"0323,13:38",18660,0.0527,0.72,4.59,15.8,8,0.28,1.21,16.2,
"0323,13:38",18670,0.0532,1.17,4.59,25.4,8,0.34,1.26,16.1,
"0323,13:38",18680,0.0543,1.08,4.59,23.5,8,0.34,1.16,16.1,
"0323,13:38",18690,0.0709,1.23,4.59,26.9,8,0.35,1.31,16.1,
"0323,13:38",18700,0.0587,1.19,4.59,25.9,8,0.35,1.17,16.1,
"0323,13:38",18710,0.0731,1.34,4.59,29.3,8,0.36,1.31,16.1,
"0323,13:38",18720,0.056,0.58,4.59,12.7,8,0.28,0.86,16.1,
"0323,13:38",18730,0.067,0.98,4.59,21.4,8,0.32,1.06,16.1,
"0323,13:38",18740,0.0572,1.16,4.59,25.3,8,0.33,1.18,16.1,
"0323,13:38",18750,0.0571,0.82,4.59,17.9,8,0.34,0.92,16.1,
"0323,13:38",18760,0.0598,0.64,4.59,13.8,8,0.32,0.92,16.1,
"0323,13:38",18770,0.0555,1.18,4.59,25.8,8,0.31,0.72,16.1,
"0323,13:38",18780,0.0578,0.7,4.59,15.3,8,0.33,1.24,16.1,
"0323,13:38",18790,0.0564,0.72,4.59,15.8,8,0.28,0.64,16.1,
"0323,13:38",18800,0.0746,1.22,4.59,26.5,8,0.35,1.09,16.1,
"0323,13:38",18810,0.0618,0.98,4.59,21.4,8,0.31,1.31,16.1,
"0323,13:38",18820,0.0544,0.93,4.59,20.3,8,0.33,1.21,16.1,
"0323,13:38",18830,0.0691,1.29,4.59,28.2,8,0.3,0.65,16.1,
"0323,13:38",18840,0.0648,1.62,4.59,35.3,8,0.38,1.29,16.1,
"0323,13:38",18850,0.0721,1.28,4.59,27.9,8,0.38,1.21,16.1,
"0323,13:38",18860,0.0659,1.55,4.59,33.9,8,0.34,1.3,16.1,
"0323,13:38",18870,0.0588,0.77,4.59,16.9,8,0.33,0.87,16.1,
"0323,13:38",18880,0.0643,1.55,4.59,33.8,8,0.4,1.23,16.1,
"0323,13:38",18890,0.0668,1.26,4.59,27.5,8,0.31,0.49,16.1,
"0323,13:38",18900,0.0729,1.03,4.59,22.5,8,0.33,1.15,16.1,
"0323,13:38",18910,0.0555,1.17,4.59,25.4,8,0.34,1.21,16.1,
"0323,13:38",18920,0.0577,0.54,4.59,11.9,8,0.29,1.17,16.1,
"0323,13:38",18930,0.0596,1.31,4.59,28.5,8,0.35,1.26,16.1,
"0323,13:38",18940,0.064,0.98,4.59,21.4,8,0.31,1.16,16.1,
"0323,13:38",18950,0.053,0.67,4.59,14.7,8,0.32,1.18,16.1,
"0323,13:38",18960,0.0625,0.58,4.59,12.7,8,0.29,1.25,16.1,
"0323,13:38",18970,0.0723,1.01,4.59,21.9,8,0.29,1.01,16.1,
"0323,13:38",18980,0.0526,0.72,4.59,15.7,8,0.31,1.05,16.1,
"0323,13:38",18990,0.0681,1.02,4.59,22.2,8,0.3,1.05,16.1,
"0323,13:38",19000,0.0538,0.98,4.59,21.3,8,0.33,1.19,16.1,
"0323,13:38",19010,0.0614,1.34,4.59,29.3,8,0.36,1.12,16.1,
"0323,13:38",19020,0.0567,0.84,4.59,18.3,8,0.32,1.3,16.1,
"0323,13:38",19030,0.0773,1.28,4.59,27.8,8,0.37,1.13,16.1,
"0323,13:38",19040,0.0572,1.19,4.59,25.9,8,0.35,1.16,16.1,
"0323,13:38",19050,0.0679,1.42,4.59,30.9,8,0.34,1.26,16.1,
"0323,13:38",19060,0.0511,0.67,4.59,14.6,8,0.28,0.62,16.1,
"0323,13:38",19070,0.0555,0.63,4.59,13.8,8,0.36,0.98,16.1,
"0323,13:38",19080,0.0631,0.65,4.59,14.1,8,0.31,1.13,16.1,
"0323,13:38",19090,0.0549,0.7,4.59,15.3,8,0.33,1.13,16.1,
"0323,13:38",19100,0.05,0.6,4.59,13.2,8,0.32,0.87,16.1,
"0323,13:38",19110,0.0685,1.52,4.59,33.1,8,0.38,0.76,16.1,
"0323,13:38",19120,0.0759,1.57,4.59,34.3,8,0.41,1.34,16.1,
"0323,13:38",19130,0.0612,1.43,4.59,31.2,8,0.34,0.64,16.1,
"0323,13:38",19140,0.0539,0.82,4.59,17.9,8,0.34,1.27,16.1,
"0323,13:38",19150,0.0585,1.13,4.59,24.6,8,0.32,1.2,16.1,
"0323,13:38",19160,0.0597,0.71,4.59,15.4,8,0.28,1.08,16.1,
"0323,13:38",19170,0.0661,1.1,4.59,24.0,8,0.35,1.23,16.1,
"0323,13:38",19180,0.0523,1.29,4.59,28.2,8,0.39,1.18,16.1,
"0323,13:38",19190,0.0661,1.43,4.59,31.2,8,0.37,0.75,16.1,
"0323,13:38",19200,0.0628,1.11,4.59,24.2,8,0.29,1.21,16.1,
"0323,13:38",19210,0.0559,0.71,4.59,15.4,8,0.31,1.28,16.1,
"0323,13:38",19220,0.0608,1.05,4.59,22.9,8,0.38,1.28,16.1,
"0323,13:38",19230,0.0698,1.09,4.59,23.7,8,0.37,1.0,16.1,
"0323,13:38",19240,0.0562,1.05,4.59,22.8,8,0.34,1.31,16.0,
"0323,13:38",19250,0.0569,1.17,4.59,25.5,8,0.3,1.3,16.0,
"0323,13:39",19260,0.0564,0.5,4.59,10.8,8,0.27,1.21,16.0,
"0323,13:39",19270,0.0609,1.06,4.59,23.2,8,0.33,1.28,16.0,
"0323,13:39",19280,0.0656,1.19,4.59,25.9,8,0.35,1.28,16.0,
"0323,13:39",19290,0.0482,1.16,4.59,25.3,8,0.33,1.13,16.0,
"0323,13:39",19300,0.0682,1.28,4.59,27.9,8,0.3,0.79,16.0,
"0323,13:39",19310,0.0592,1.41,4.59,30.7,8,0.33,1.23,16.0,
"0323,13:39",19320,0.0801,1.22,4.59,26.5,8,0.34,1.21,16.0,
"0323,13:39",19330,0.0525,1.14,4.59,25.0,8,0.33,1.1,16.0,
"0323,13:39",19340,0.0588,0.7,4.59,15.3,8,0.33,0.96,16.0,
"0323,13:39",19350,0.0614,1.55,4.59,33.9,8,0.34,1.03,16.0,
"0323,13:39",19360,0.0677,0.77,4.59,16.9,8,0.32,1.25,16.0,
"0323,13:39",19370,0.0569,1.54,4.59,33.6,8,0.35,1.23,16.0,
"0323,13:39",19380,0.0588,0.54,4.59,11.9,8,0.29,1.21,16.0,
"0323,13:39",19390,0.0556,0.88,4.59,19.1,8,0.32,1.22,16.0,
"0323,13:39",19400,0.0497,0.59,4.59,12.9,8,0.28,0.85,16.0,
"0323,13:39",19410,0.0662,1.1,4.59,24.0,8,0.35,1.0,16.0,
"0323,13:39",19420,0.0657,1.34,4.59,29.3,8,0.36,1.31,16.0,
"0323,13:39",19430,0.0765,1.57,4.59,34.3,8,0.4,1.34,16.0,
"0323,13:39",19440,0.0524,1.01,4.59,21.9,8,0.29,1.23,16.0,
"0323,13:39",19450,0.0517,0.72,4.59,15.6,8,0.3,1.26,16.0,
"0323,13:39",19460,0.0714,0.54,4.59,11.8,8,0.31,1.09,16.0,
"0323,13:39",19470,0.0726,1.37,4.59,29.8,8,0.31,0.82,16.0,
"0323,13:39",19480,0.046,1.14,4.59,24.9,8,0.36,1.05,16.0,
"0323,13:39",19490,0.0608,1.24,4.59,27.0,8,0.29,1.15,16.0,
"0323,13:39",19500,0.0602,1.05,4.59,22.8,8,0.34,0.67,16.0,
"0323,13:39",19510,0.0546,0.93,4.59,20.3,8,0.33,1.24,16.0,
"0323,13:39",19520,0.0803,0.96,4.59,21.0,8,0.28,0.68,16.0,
"0323,13:39",19530,0.051,0.82,4.59,17.9,8,0.34,1.19,16.0,
"0323,13:39",19540,0.0609,0.67,4.59,14.6,8,0.28,0.96,16.0,
"0323,13:39",19550,0.0557,0.87,4.59,18.9,8,0.34,1.3,16.0,
"0323,13:39",19560,0.064,0.9,4.59,19.6,8,0.34,1.02,16.0,
"0323,13:39",19570,0.0621,0.71,4.59,15.5,8,0.37,1.28,16.0,
"0323,13:39",19580,0.0561,1.07,4.59,23.4,8,0.32,1.18,16.0,
"0323,13:39",19590,0.0636,1.18,4.59,25.8,8,0.31,1.22,16.0,
"0323,13:39",19600,0.07,1.24,4.59,27.1,8,0.38,1.3,16.0,
"0323,13:39",19610,0.0565,0.51,4.59,11.2,8,0.29,0.79,16.0,
"0323,13:39",19620,0.0558,1.52,4.59,33.1,8,0.38,0.9,16.0,
"0323,13:39",19630,0.0608,1.29,4.59,28.2,8,0.3,0.59,16.0,
"0323,13:39",19640,0.0583,1.24,4.59,27.1,8,0.38,1.19,16.0,
"0323,13:39",19650,0.0623,1.1,4.59,24.0,8,0.32,1.2,16.0,
"0323,13:39",19660,0.0725,0.88,4.59,19.1,8,0.33,1.3,16.0,
"0323,13:39",19670,0.0518,0.72,4.59,15.8,8,0.28,0.64,16.0,
"0323,13:39",19680,0.0649,1.54,4.59,33.6,8,0.35,0.62,16.0,
"0323,13:39",19690,0.0541,0.87,4.59,18.9,8,0.36,1.09,16.0,
"0323,13:39",19700,0.0593,1.22,4.59,26.6,8,0.32,0.74,16.0,
"0323,13:39",19710,0.0527,0.63,4.59,13.8,8,0.36,1.05,16.0,
"0323,13:39",19720,0.0656,1.03,4.59,22.5,8,0.38,1.27,16.0,
"0323,13:39",19730,0.0551,1.01,4.59,22.1,8,0.34,0.82,16.0,
"0323,13:39",19740,0.0663,1.55,4.59,33.9,8,0.37,1.32,16.0,
"0323,13:39",19750,0.0578,0.98,4.59,21.3,8,0.33,1.21,16.0,
"0323,13:39",19760,0.0595,1.13,4.59,24.6,8,0.32,1.23,16.0,
"0323,13:39",19770,0.0563,0.77,4.59,16.9,8,0.32,0.98,16.0,
"0323,13:39",19780,0.0643,1.05,4.59,22.9,8,0.38,1.22,16.0,
"0323,13:39",19790,0.0611,1.34,4.59,29.1,8,0.42,1.22,16.0,
"0323,13:39",19800,0.0569,1.42,4.59,30.9,8,0.34,1.24,15.9,
"0323,13:39",19810,0.0607,1.56,4.59,33.9,8,0.39,1.32,15.9,
"0323,13:39",19820,0.0611,1.01,4.59,21.9,8,0.29,1.14,15.9,
"0323,13:39",19830,0.0545,0.59,4.59,12.9,8,0.28,0.91,15.9,
"0323,13:39",19840,0.0559,1.26,4.59,27.5,8,0.37,1.06,15.9,
"0323,13:39",19850,0.0591,0.88,4.59,19.1,8,0.38,1.09,15.9,
"0323,13:39",19860,0.0654,1.55,4.59,33.9,8,0.34,1.22,15.9,
"0323,13:39",19870,0.0667,1.21,4.59,26.4,8,0.35,1.16,15.9,
"0323,13:39",19880,0.0543,1.37,4.59,29.8,8,0.35,1.32,15.9,
"0323,13:39",19890,0.0621,1.18,4.59,25.7,8,0.36,1.28,15.9,
"0323,13:39",19900,0.0726,1.03,4.59,22.5,8,0.33,1.21,15.9,
"0323,13:39",19910,0.0572,0.98,4.59,21.4,8,0.31,1.16,15.9,
"0323,13:39",19920,0.0607,0.65,4.59,14.1,8,0.31,1.21,15.9,
"0323,13:39",19930,0.0585,1.1,4.59,23.9,8,0.28,1.25,15.9,
"0323,13:39",19940,0.0534,0.68,4.59,14.7,8,0.28,0.74,15.9,
"0323,13:39",19950,0.0568,0.7,4.59,15.3,8,0.33,0.86,15.9,
"0323,13:39",19960,0.0672,1.2,4.59,26.2,8,0.36,1.2,15.9,
"0323,13:39",19970,0.0622,1.2,4.59,26.1,8,0.37,1.33,15.9,
"0323,13:39",19980,0.0617,1.19,4.59,25.9,8,0.35,1.2,15.9,
"0323,13:39",19990,0.0539,1.1,4.59,24.0,8,0.34,1.19,15.9,
"0323,13:39",20000,0.0554,0.67,4.59,14.5,8,0.32,1.27,15.9,
"0323,13:39",20010,0.0595,1.55,4.59,33.9,8,0.37,0.82,15.9,
"0323,13:39",20020,0.0544,0.73,4.59,15.8,8,0.29,1.01,15.9,
"0323,13:39",20030,0.0622,0.98,4.59,21.4,8,0.32,1.17,15.9,
"0323,13:39",20040,0.0706,1.54,4.59,33.6,8,0.35,1.21,15.9,
"0323,13:40",20050,0.0724,1.49,4.59,32.5,8,0.35,0.84,15.9,
"0323,13:40",20060,0.0574,1.42,4.59,30.9,8,0.34,1.32,15.9,
"0323,13:40",20070,0.0679,1.1,4.59,24.0,8,0.35,1.25,15.9,
"0323,13:40",20080,0.0625,1.32,4.59,28.7,8,0.37,1.22,15.9,
"0323,13:40",20090,0.0615,0.58,4.59,12.6,8,0.27,0.98,15.9,
"0323,13:40",20100,0.0521,0.77,4.59,16.9,8,0.32,1.28,15.9,
"0323,13:40",20110,0.0604,0.72,4.59,15.8,8,0.28,1.06,15.9,
"0323,13:40",20120,0.0537,1.55,4.59,33.9,8,0.38,1.18,15.9,
"0323,13:40",20130,0.0572,1.05,4.59,22.8,8,0.34,1.28,15.9,
"0323,13:40",20140,0.0591,1.55,4.59,33.8,8,0.4,1.22,15.9,
"0323,13:40",20150,0.062,1.06,4.59,23.2,8,0.33,1.25,15.9,
"0323,13:40",20160,0.0579,0.56,4.59,12.3,8,0.28,1.27,15.9,
"0323,13:40",20170,0.0496,0.72,4.59,15.6,8,0.3,0.95,15.9,
"0323,13:40",20180,0.0595,1.21,4.59,26.4,8,0.35,1.26,15.9,
"0323,13:40",20190,0.0643,1.26,4.59,27.5,8,0.31,1.28,15.9,
"0323,13:40",20200,0.0627,1.46,4.59,31.9,8,0.34,0.83,15.9,
"0323,13:40",20210,0.0581,0.88,4.59,19.1,8,0.32,1.22,15.9,
"0323,13:40",20220,0.052,0.73,4.59,15.9,8,0.29,0.83,15.9,
"0323,13:40",20230,0.0578,0.49,4.59,10.6,8,0.27,1.27,15.9,
"0323,13:40",20240,0.0547,0.55,4.59,12.0,8,0.28,1.22,15.9,
"0323,13:40",20250,0.0662,1.2,4.59,26.2,8,0.38,1.2,15.9,
"0323,13:40",20260,0.0591,1.47,4.59,32.0,8,0.36,0.96,15.9,
"0323,13:40",20270,0.0667,1.45,4.59,31.6,8,0.36,1.12,15.9,
"0323,13:40",20280,0.0538,1.08,4.59,23.5,8,0.36,0.98,15.9,
"0323,13:40",20290,0.0718,1.05,4.59,22.9,8,0.38,0.91,15.9,
"0323,13:40",20300,0.0585,1.45,4.59,31.6,8,0.37,0.64,15.9,
"0323,13:40",20310,0.0635,1.09,4.59,23.9,8,0.41,1.11,15.9,
"0323,13:40",20320,0.0499,0.6,4.59,13.2,8,0.32,1.19,15.9,
"0323,13:40",20330,0.0485,0.73,4.59,15.9,8,0.29,1.23,15.9,
"0323,13:40",20340,0.0498,0.67,4.59,14.6,8,0.28,0.96,15.9,
"0323,13:40",20350,0.057,1.2,4.59,26.2,8,0.33,1.31,15.9,
"0323,13:40",20360,0.0628,0.71,4.59,15.5,8,0.37,1.31,15.9,
"0323,13:40",20370,0.0669,1.31,4.59,28.5,8,0.35,1.34,15.9,
"0323,13:40",20380,0.0597,1.28,4.59,27.8,8,0.37,1.28,15.9,
"0323,13:40",20390,0.0648,1.08,4.59,23.5,8,0.36,1.12,15.9,
"0323,13:40",20400,0.058,0.58,4.59,12.6,8,0.28,1.2,15.9,
"0323,13:40",20410,0.0667,1.09,4.59,23.7,8,0.37,1.25,15.9,
"0323,13:40",20420,0.0585,1.47,4.59,32.0,8,0.35,0.78,15.9,
"0323,13:40",20430,0.0592,0.49,4.59,10.6,8,0.28,1.26,15.9,
"0323,13:40",20440,0.0573,0.5,4.59,10.8,8,0.27,1.21,15.9,
"0323,13:40",20450,0.0681,1.15,4.59,25.1,8,0.3,1.04,15.9,
"0323,13:40",20460,0.0652,0.5,4.59,10.8,8,0.27,0.92,15.9,
"0323,13:40",20470,0.0626,1.49,4.59,32.5,8,0.34,0.66,15.8,
"0323,13:40",20480,0.0575,1.1,4.59,23.9,8,0.28,1.27,15.8,
"0323,13:40",20490,0.0551,0.51,4.59,11.2,8,0.28,1.28,15.8,
"0323,13:40",20500,0.0714,1.18,4.59,25.8,8,0.31,1.28,15.8,
"0323,13:40",20510,0.0537,0.64,4.59,13.8,8,0.32,1.28,15.8,
"0323,13:40",20520,0.0497,1.3,4.59,28.3,8,0.36,1.31,15.8,
"0323,13:40",20530,0.0509,0.63,4.59,13.8,8,0.36,1.21,15.8,
"0323,13:40",20540,0.0529,0.73,4.59,15.9,8,0.29,0.9,15.8,
"0323,13:40",20550,0.0479,0.74,4.59,16.1,8,0.29,1.08,15.8,
"0323,13:40",20560,0.0689,0.84,4.59,18.3,8,0.35,1.25,15.8,
"0323,13:40",20570,0.0624,1.24,4.59,27.0,8,0.29,1.25,15.8,
"0323,13:40",20580,0.0562,0.7,4.59,15.3,8,0.29,0.96,15.8,
"0323,13:40",20590,0.0536,1.32,4.59,28.7,8,0.37,1.37,15.8,
